0,0,0
0,0,0
8.6346,4,2
8,4,2
18.122,11,4
18,11,4
28.3026,18,5
28,18,5
38.3266,23,6
38,23,6
48.3434,28,6
48,28,6
58.6026,33,9
58,33,9
68.4166,39,9
68,39,9
78.3092,50,10
78,50,10
88.6476,54,11
88,54,11
98.8912,58,13
98,58,13
108.066,61,12
108,61,12
117.541,64,13
117,64,13
127.063,68,13
127,68,13
138.026,73,16
138,73,16
147.82,77,18
147,77,18
157.295,84,18
157,84,18
166.884,89,19
166,89,19
177.196,94,21
177,94,21
186.961,97,22
186,97,22
198.036,99,22
198,99,22
206.412,102,20
206,102,20
216.031,105,20
216,105,21
225.424,107,22
225,107,22
236.959,116,23
236,116,23
245.155,125,27
245,125,27
254.62,130,26
254,130,26
266.512,137,29
266,137,30
275.94,143,30
275,143,30
284.48,149,29
284,149,28
297.768,161,34
297,161,35
309.94,161,32
309,161,32
320.246,161,33
320,161,33
331.327,161,29
331,161,28
344.717,161,31
344,161,30
357.138,161,30
357,161,30
368.26,161,27
368,161,27
382.15,161,32
382,161,32
396.11,161,33
396,161,33
408.039,161,34
408,161,34
419.926,161,31
419,161,31
433.237,161,33
433,161,34
449.653,161,33
449,161,33
461.793,161,34
461,161,35
473.856,161,32
473,161,33
485.674,161,32
485,161,30
499.764,160,34
499,160,36
511.272,160,36
511,160,36
523.45,160,36
523,160,36
535.926,160,40
535,160,40
547.527,160,36
547,160,37
559.838,160,39
559,160,40
575.855,160,40
575,160,40
591.8,160,39
591,160,39
604.168,160,37
604,160,37
616.973,160,37
616,160,38
629.138,160,36
629,160,36
642.26,160,34
642,160,34
655.373,156,34
655,156,33
668.784,156,30
668,156,29
681.215,156,32
681,156,32
694.555,156,33
694,156,33
709.918,155,33
709,155,33
722.862,154,30
722,154,30
735.947,153,33
735,153,30
748.441,152,34
748,152,34
762.628,152,34
762,152,34
776.207,151,31
776,151,32
790.221,150,34
790,150,34
804.006,149,36
804,149,36
818.053,147,34
818,147,34
833.712,147,28
833,147,27
848.047,146,30
848,146,30
861.453,146,32
861,146,32
874.379,143,29
874,143,28
889.543,142,29
889,142,29
903.92,142,29
903,142,31
918.707,145,35
918,145,35
931.349,145,28
