0,0,0
0,0,0
9.3804,5,3
9,5,3
19.3146,11,4
19,11,4
29.302,18,5
29,18,5
39.296,23,6
39,23,6
49.263,28,6
49,28,6
59.6746,33,9
59,33,9
69.3878,39,9
69,39,9
79.23,50,10
79,50,10
88.9138,54,11
88,54,11
97.4944,57,12
97,57,12
108.45,61,12
108,61,12
117.43,64,13
117,64,13
127.156,68,13
127,68,13
137.458,72,14
137,72,14
147.69,77,18
147,77,18
157.751,84,18
157,84,18
165.987,89,19
165,89,19
176.047,93,20
176,93,20
186.866,97,22
186,97,22
195.963,99,23
195,99,24
205.502,101,20
205,101,20
217.178,105,20
217,105,20
227.18,109,22
227,109,22
235.858,116,23
235,116,23
245.814,125,27
245,125,27
255.199,130,26
255,130,26
265.301,137,30
265,137,31
275.737,143,30
275,143,30
284.88,149,30
284,149,28
294.641,158,36
294,158,36
304.896,161,33
304,161,33
315.277,161,32
315,161,32
326.462,161,30
326,161,30
339.501,161,31
339,161,31
350.281,161,30
350,161,30
361.443,161,28
361,161,28
375.037,161,29
375,161,29
389.048,161,33
389,161,33
401.016,161,30
401,161,30
414.633,161,31
414,161,31
428.984,161,32
428,161,32
440.388,161,36
440,161,36
454.012,161,33
454,161,33
469.44,161,35
469,161,35
484.211,161,30
484,161,30
499.5,160,34
499,160,36
511.44,160,36
511,160,36
525.584,160,36
525,160,36
539.437,160,41
539,160,41
552.471,160,37
552,160,37
564.898,160,38
564,160,39
578.461,160,40
578,160,40
593.344,160,37
593,160,38
605.877,160,37
605,160,37
618.082,160,37
618,160,37
633.772,160,35
633,160,36
647.318,157,33
647,157,33
660.892,156,33
660,156,32
673.75,156,31
673,156,30
686.84,156,32
686,156,32
700.122,155,31
700,155,31
713.932,155,32
713,155,32
726.883,153,28
726,153,27
740.014,153,32
740,153,32
753.408,152,33
753,152,33
767.172,152,32
767,152,32
782.061,151,33
782,151,33
796.087,150,34
796,150,33
809.837,149,36
809,149,35
824.589,147,36
824,147,34
837.487,146,27
837,146,27
850.507,146,27
850,146,28
866.708,145,34
866,145,34
880,143,32
880,143,31
893.983,142,29
893,142,29
906.96,142,31
906,142,30
920.018,145,33
920,145,33
934.638,146,27
934,146,26
