0,0,0
0,0,0
9.4104,5,3
9,5,3
19.578,11,4
19,11,4
29.4826,18,5
29,18,5
39.3044,23,6
39,23,6
49.1736,28,6
49,28,6
59.4868,33,9
59,33,9
69.3398,39,9
69,39,9
79.743,50,10
79,50,10
90.004,55,11
90,55,11
99.9918,59,13
99,59,13
109.793,61,12
109,61,12
119.217,64,13
119,64,13
128.874,69,13
128,69,13
138.93,73,16
138,73,16
149.14,77,18
149,77,18
159.732,85,18
159,85,18
168.859,90,19
168,90,18
177.251,94,21
177,94,21
188.287,97,23
188,97,22
199.463,99,20
199,99,21
208.001,104,21
208,104,21
217.026,105,20
217,105,20
227.572,109,22
227,109,22
237.271,116,23
237,116,23
246.217,125,27
246,125,27
256.291,130,27
256,130,26
268.191,140,29
268,140,29
277.457,143,30
277,143,30
288.721,152,31
288,152,31
298.405,161,34
298,161,34
308.569,161,32
308,161,31
319.046,161,32
319,161,32
329.873,161,31
329,161,30
340.09,161,30
340,161,30
352.249,161,30
352,161,29
363.047,161,30
363,161,30
376.68,161,29
376,161,28
388.815,161,33
388,161,33
399.582,161,31
399,161,31
410.588,161,34
410,161,33
426.244,161,32
426,161,32
438.134,161,35
438,161,35
450.086,161,33
450,161,33
464.115,161,35
464,161,35
476.846,161,32
476,161,32
488.682,161,34
488,161,34
502.909,160,36
502,160,36
514.334,160,36
514,160,37
527.585,160,39
527,160,38
541.621,160,38
541,160,39
556.357,160,37
556,160,38
569.238,160,40
569,160,40
582.288,160,40
582,160,40
595.211,160,38
595,160,38
608.246,160,37
608,160,37
623,160,35
636.189,160,36
636,160,37
649.346,156,33
649,156,33
662.161,156,33
662,156,32
675.394,156,30
675,156,31
689.986,156,32
689,156,33
704.205,155,33
704,155,33
718.783,154,29
718,154,31
731.708,153,29
731,153,29
744.723,153,32
744,153,32
757.784,152,32
757,152,32
771.014,152,32
771,152,32
787.357,150,33
787,150,33
800.477,150,36
800,150,36
813.535,147,36
813,147,36
826.415,147,33
826,147,33
839.379,146,27
839,146,27
852.562,146,28
852,146,28
864.963,145,35
864,145,36
876.7,143,31
876,143,31
888.638,142,29
888,142,29
900.665,142,31
900,142,30
912.891,143,32
912,143,33
924.881,145,29
