0,0,0
0,0,0
9.2634,5,3
9,5,3
19.7568,11,4
19,11,4
29.1964,18,5
29,18,5
39.287,23,6
39,23,6
49.2924,28,6
49,28,6
59.6554,33,9
59,33,9
69.533,39,9
69,39,9
79.2714,50,10
79,50,10
89.8024,55,11
89,55,11
99.8996,59,13
99,59,13
108.574,61,12
108,61,12
118.211,64,13
118,64,13
127.81,68,13
127,68,13
137.336,72,14
137,72,14
146.484,77,18
146,77,18
155.401,84,18
155,84,18
165.559,89,19
165,89,19
175.253,93,20
175,93,21
184.331,96,22
184,96,22
194.853,99,24
194,99,24
203.647,101,20
203,101,20
212.318,104,22
212,104,22
222.025,107,21
222,107,21
232.294,114,22
232,114,22
241.599,120,26
241,120,26
251.544,125,25
251,125,25
261.218,134,30
261,134,30
271.005,143,30
271,143,30
281.069,144,31
281,144,30
291.356,153,31
291,153,31
303.02,161,33
303,161,33
314.259,161,32
314,161,32
324.873,161,31
324,161,31
337.314,161,31
337,161,31
348.308,161,30
348,161,32
359.177,161,28
359,161,28
370.395,161,29
370,161,28
381.911,161,32
381,161,32
392.61,161,33
392,161,32
408.051,161,34
408,161,34
420.316,161,31
420,161,31
432.372,161,33
432,161,32
444.133,161,33
444,161,33
455.99,161,33
455,161,33
467.059,161,35
467,161,35
479.114,161,34
479,161,34
491.388,160,35
491,160,35
503.289,160,36
503,160,36
515.507,160,35
515,160,35
527.557,160,39
527,160,38
539.611,160,41
539,160,41
551.136,160,38
551,160,38
563.022,160,38
563,160,38
575.319,160,39
575,160,40
587.188,160,41
587,160,41
599.617,160,37
599,160,37
611.314,160,39
611,160,39
623.537,160,35
623,160,35
635.516,160,37
635,160,37
650.814,156,33
650,156,33
664.623,156,31
664,156,30
678.708,156,32
678,156,30
690.931,156,32
690,156,32
702.798,155,31
702,155,31
714.616,155,31
714,155,32
730.162,153,30
730,153,30
743.922,153,32
743,153,33
758.347,152,32
758,152,32
772.168,152,32
772,152,32
788.555,150,34
788,150,34
804.417,149,37
804,149,36
817.376,147,34
817,147,34
830.001,147,29
830,147,29
842.814,146,30
842,146,29
854.886,146,29
854,146,29
866.919,145,34
866,145,34
878.812,143,32
878,143,31
890.997,142,29
890,142,29
