690,6
160,4
119,2
613,2
613,1
219,4
690,2
522,10
180,4
219,4
2,14
639,14
38,20
358,30
35,6
254,22
690,4
219,1
690,1
219,12
522,1
420,6
2,1
522,4
208,1
208,20
240,6
296,26
639,2
522,1
74,2
608,18
283,2
35,32
690,14
419,6
639,10
109,13
477,12
119,2
401,2
697,4
214,6
590,10
509,8
420,12
180,1
3,6
8,7
283,10
180,4
639,4
690,8
608,1
119,2
358,18
477,19
401,10
697,2
427,8
38,2
214,8
239,4
109,2
208,8
419,2
296,7
38,34
109,8
3,4
283,2
74,16
561,2
419,4
427,1
420,22
283,1
697,4
165,4
180,14
214,2
198,5
301,6
427,4
10,2
210,4
214,1
219,1
401,1
119,10
697,1
10,3
358,1
219,18
401,4
283,6
214,4
590,1
159,43
496,6
198,4
90,14
189,42
301,10
358,10
690,4
637,12
154,4
198,9
2,2
74,4
496,14
509,2
283,12
639,6
263,6
165,8
10,22
3,8
590,4
95,12
613,2
208,2
210,6
690,6
198,8
301,2
2,12
180,2
358,4
82,2
263,4
427,12
608,2
214,4
208,12
477,1
367,2
301,8
38,6
35,2
254,8
639,24
477,2
74,4
180,32
210,1
470,8
137,28
496,14
129,10
198,9
637,2
608,18
165,8
210,10
509,1
2,1
355,8
367,28
509,12
283,2
141,6
74,2
90,14
210,1
8,7
301,2
427,40
420,6
10,16
208,4
496,3
321,32
363,6
522,4
3,10
296,4
283,1
74,2
120,1
208,1
159,10
697,2
301,4
283,4
2,6
690,2
88,1
189,25
401,1
220,2
8,14
608,2
34,2
35,1
639,14
358,4
613,6
509,1
296,1
171,12
561,8
470,30
302,10
38,1
74,10
208,4
608,1
38,8
165,1
420,4
697,8
165,4
35,4
210,4
358,6
141,6
220,1
240,4
120,2
437,36
57,4
90,4
220,64
509,4
2,2
208,2
651,2
120,5
608,2
165,2
283,1
35,18
180,6
590,6
208,5
419,14
704,1
401,26
367,1
496,4
119,2
109,4
203,1
38,24
10,1
210,4
3,6
358,6
651,1
141,1
704,4
697,2
203,8
165,2
2,2
10,4
613,28
62,1
57,4
90,4
367,2
246,4
120,10
119,1
2,1
180,1
651,8
141,6
119,2
214,2
639,10
208,6
56,12
109,2
2,6
180,4
210,66
57,4
23,12
367,2
125,2
69,6
136,2
312,1
302,2
62,6
322,2
263,2
119,2
608,6
310,2
214,6
704,1
155,8
266,12
363,6
88,4
312,2
78,2
697,10
2,4
590,2
229,2
176,30
134,2
201,16
136,14
34,6
74,2
254,26
310,2
367,8
341,4
109,10
296,12
35,6
10,14
208,4
253,19
263,14
283,6
88,9
419,1
23,2
165,4
64,2
522,2
419,2
129,6
229,12
137,10
23,2
569,4
56,3
34,8
180,2
208,8
590,4
155,6
186,2
519,8
165,16
90,1
125,4
363,2
636,1
401,6
56,14
120,10
310,12
214,6
30,1
296,1
88,18
62,2
129,2
169,86
90,6
136,12
154,1
119,6
2,1
10,2
125,1
208,1
569,2
154,16
2,4
74,2
420,2
358,6
401,6
214,4
10,4
208,1
335,12
229,12
253,6
8,2
74,1
208,4
129,4
5,5
134,12
302,6
109,2
203,4
283,6
74,2
148,2
82,6
286,2
120,2
263,6
296,2
358,12
147,1
163,8
196,2
109,2
165,4
180,2
310,8
214,8
10,22
147,8
176,6
253,44
90,10
62,2
120,5
208,10
177,4
186,6
201,4
136,2
341,12
38,2
283,2
3,6
363,2
88,2
23,2
8,1
180,2
195,1
69,4
312,2
302,10
62,4
136,6
367,4
203,4
239,4
88,2
134,2
78,2
23,6
195,2
8,2
263,2
254,8
310,28
214,4
30,2
177,6
186,1
5,8
201,2
189,2
38,2
165,2
74,2
35,8
78,3
263,13
147,44
363,10
88,2
163,4
312,2
286,12
367,1
203,6
358,2
208,2
189,1
30,2
97,4
90,4
220,6
367,26
195,10
148,34
3,4
88,12
62,12
136,14
341,4
283,2
208,2
119,1
351,2
292,6
201,8
165,12
358,8
280,4
135,6
90,18
119,2
3,2
129,4
335,4
191,6
302,10
38,6
193,4
326,2
23,2
220,4
109,2
296,3
180,6
171,1
363,8
286,2
341,2
283,4
95,4
210,30
335,1
266,1
201,3
326,2
97,2
23,4
109,2
296,14
2,6
10,26
177,2
82,2
88,14
220,6
35,2
358,2
201,27
72,2
256,4
176,14
326,6
97,12
186,2
62,4
283,8
180,2
182,2
136,22
56,10
3,8
134,10
302,1
141,1
286,2
8,2
263,2
214,4
256,2
193,1
302,2
141,12
62,28
326,1
266,2
193,2
310,6
229,2
82,2
135,8
38,8
283,2
239,2
256,4
363,8
219,4
302,6
220,14
172,2
367,2
2,4
254,2
266,2
16,8
253,4
8,30
263,2
74,2
214,2
239,30
335,1
30,2
177,2
134,4
97,8
78,4
92,12
109,2
203,12
165,4
283,6
310,12
2,7
3,1
256,16
326,6
28,8
154,12
341,2
76,4
176,1
141,1
286,16
367,12
180,16
30,1
351,2
266,2
141,6
214,36
82,6
16,12
163,2
135,2
195,4
296,8
38,6
10,4
147,34
171,16
5,20
136,2
56,32
2,6
210,23
135,20
85,4
172,2
76,2
165,1
141,1
203,1
10,1
158,4
302,4
136,4
92,10
165,6
3,4
129,6
195,4
76,4
283,2
74,4
95,2
97,2
23,56
141,2
198,4
120,8
38,2
2,2
254,6
115,8
363,4
244,1
326,4
62,18
196,6
136,6
367,4
341,1
263,2
109,1
296,2
35,12
286,1
165,1
176,4
244,4
341,4
301,2
95,2
180,2
229,2
186,2
302,8
198,2
263,6
38,4
283,2
321,2
280,12
312,6
141,4
85,4
286,10
172,2
367,12
195,20
92,2
165,12
148,4
16,2
97,8
154,12
120,2
254,2
363,1
134,2
201,2
92,11
239,6
296,7
30,6
141,4
85,4
76,2
38,4
148,4
203,1
363,8
135,8
198,4
120,7
263,2
210,26
302,4
5,4
136,38
189,4
109,2
283,4
254,2
341,1
16,6
97,4
28,12
44,4
141,16
2,4
35,6
180,2
239,2
177,20
256,2
292,1
115,2
312,12
220,2
34,4
148,4
10,6
266,1
172,1
334,2
30,10
280,2
219,2
186,2
62,4
367,4
92,6
208,2
79,10
363,4
176,2
97,2
158,10
172,10
198,2
109,2
283,4
310,2
129,8
182,1
266,1
256,4
186,4
201,10
220,12
38,2
165,4
180,10
62,1
310,1
182,6
266,2
10,2
208,2
292,4
363,28
176,2
198,2
34,18
38,4
310,6
155,4
256,20
28,6
302,1
44,8
92,2
165,2
74,2
312,1
321,2
147,2
5,2
45,4
56,14
195,6
76,12
120,6
165,1
79,1
219,4
85,2
38,2
35,14
214,2
129,6
147,1
79,6
292,2
201,4
322,2
367,2
95,4
180,2
28,19
30,2
163,2
176,2
312,1
220,2
286,2
254,12
310,1
321,2
219,1
214,1
177,8
237,8
135,16
97,4
44,8
141,4
246,6
195,14
2,1
74,10
310,4
208,4
312,1
321,2
147,4
92,2
189,4
296,8
292,10
16,6
201,4
196,4
180,4
79,8
57,8
191,4
32,4
92,2
283,4
95,6
214,2
210,2
266,4
244,6
5,4
246,2
38,2
358,2
129,4
196,1
72,4
312,6
85,20
8,2
239,4
36,2
176,2
137,2
97,4
322,6
172,6
263,8
34,2
35,2
180,2
177,2
147,2
78,4
158,16
23,4
367,1
341,4
92,1
189,4
301,16
