0,0,0
0,0,0
10.596,5,2
10,5,2
20.3314,12,5
20,12,5
30.788,19,5
30,19,5
40.9644,24,6
40,24,6
51.0034,28,6
51,28,6
61.3404,35,9
61,35,9
71.8198,41,9
71,41,9
81.7526,50,10
81,50,10
91.9944,55,12
91,55,12
101.934,60,13
101,60,13
111.271,61,13
111,61,13
121.847,64,13
121,64,13
131.147,71,14
131,71,14
142.03,75,17
142,75,17
151.374,77,19
151,77,19
160.614,85,18
160,85,18
170.451,90,19
170,90,19
180.494,95,21
180,95,21
189.895,97,22
189,97,22
199.451,99,20
199,99,21
209.26,104,21
209,104,21
219.382,106,20
219,106,20
228.357,110,23
228,110,22
238.261,116,24
238,116,24
250.074,125,25
250,125,25
258.528,131,26
258,131,27
269.81,143,30
269,143,30
279.055,143,30
279,143,30
288.866,152,31
288,152,31
301.674,161,34
301,161,35
311.798,161,32
311,161,32
325.25,161,31
325,161,31
338.856,161,32
338,161,31
352.436,161,30
352,161,29
365.323,161,29
365,161,29
376.526,161,28
376,161,28
390.005,161,32
390,161,32
401.852,161,31
401,161,30
412.739,161,33
412,161,33
424.109,161,32
424,161,32
436.099,161,35
436,161,35
448.223,161,33
448,161,33
460.151,161,34
460,161,34
472.022,161,34
472,161,34
484.195,161,30
484,161,30
496.425,160,35
496,160,35
508.505,160,37
508,160,37
519.983,160,36
519,160,36
530.887,160,40
530,160,41
544.177,160,36
544,160,36
559.262,160,39
559,160,40
572.5,160,42
572,160,42
585.436,160,41
585,160,41
598.253,160,37
598,160,37
611.196,160,39
611,160,39
624.948,160,34
624,160,35
637.122,160,34
637,160,34
650.342,156,33
650,156,33
663.376,156,31
663,156,32
677.253,156,30
677,156,30
692.785,156,31
692,156,32
706.143,155,32
706,155,32
719.761,154,30
719,154,29
732.986,153,29
732,153,29
745.724,153,32
745,153,32
759.477,152,32
759,152,32
773.582,152,33
773,152,33
789.757,150,34
789,150,34
804.292,149,36
804,149,36
818.744,147,33
818,147,34
831.514,147,28
831,147,28
844.548,146,29
844,146,30
860.653,146,32
860,146,31
875.079,143,31
875,143,29
888.982,142,29
888,142,29
902.029,142,31
902,142,31
915.959,144,34
915,144,35
928.87,144,29
928,144,29
