0,0,0
0,0,0
10.2624,5,2
10,5,2
20.386,12,5
20,12,5
30.242,19,5
30,19,5
40.2546,24,6
40,24,6
50.6512,28,6
50,28,6
60.9458,34,9
60,34,9
70.6866,40,9
70,40,9
80.3176,50,10
80,50,10
89.633,55,11
89,55,11
98.5046,58,13
98,58,13
107.814,61,12
107,61,12
116.968,64,14
116,64,14
127.188,68,13
127,68,13
137.334,72,14
137,72,14
147.988,77,18
147,77,18
156.419,84,18
156,84,18
166.493,89,19
166,89,19
175.361,93,20
175,93,21
186.886,97,22
186,97,22
197.427,99,22
197,99,22
208.687,104,21
208,104,21
218.86,105,20
218,105,20
227.653,109,22
227,109,22
238.504,116,24
238,116,24
248.078,125,25
248,125,25
259.826,132,28
259,132,28
268.161,140,29
268,140,29
279.14,143,30
279,143,30
288.829,152,31
288,152,31
300.312,161,34
300,161,34
311.398,161,32
311,161,32
321.673,161,31
321,161,31
331.753,161,29
331,161,28
341.646,161,31
341,161,31
351.805,161,29
351,161,29
361.926,161,28
361,161,28
374.229,161,29
374,161,28
385.586,161,32
385,161,32
399.209,161,31
399,161,31
411.767,161,33
411,161,34
424.206,161,32
424,161,32
436.137,161,35
436,161,35
448.829,161,33
448,161,33
462.8,161,35
462,161,34
474.185,161,32
474,161,32
486.895,161,33
486,161,32
501.035,160,35
501,160,35
514.054,160,37
514,160,37
660.165,156,32
660,156,32
672.863,156,30
672,156,30
685,156,32
685,156,32
697.956,156,32
697,156,35
709.947,155,33
709,155,33
721.647,154,30
721,154,30
733.442,153,29
733,153,29
747.805,153,35
747,153,33
761.018,152,32
761,152,32
774.603,151,32
774,151,33
789.419,150,34
789,150,34
804.395,149,37
804,149,36
817.976,147,34
817,147,34
830.54,147,29
830,147,29
843.733,146,30
843,146,30
856.654,146,29
856,146,29
869.675,145,34
869,145,35
882.801,142,31
882,142,31
895.783,142,30
895,142,29
908.602,143,31
908,143,31
921.291,145,32
921,145,33
934.481,146,27
934,146,26
947.762,149,27
947,149,27
960.851,153,34
960,153,34
973.805,155,30
973,155,30
987.523,155,29
987,155,28
1000.96,157,28
1000,157,27
1016.87,156,33
1016,156,33
1030.44,159,37
1030,159,32
1136.54,165,35
