0,0,0
0,0,0
9.4632,5,3
9,5,3
19.2822,11,4
19,11,4
29.1934,18,5
29,18,5
39.3992,23,6
39,23,6
48.8172,28,6
48,28,6
58.0764,33,9
58,33,9
68.6902,39,9
68,39,9
78.4292,50,10
78,50,10
88.4748,54,11
88,54,11
98.7826,58,13
98,58,13
107.948,61,12
107,61,12
116.418,64,14
116,64,14
126.407,67,13
126,67,13
137.253,72,14
137,72,14
147.622,77,18
147,77,18
157.919,84,18
157,84,18
167.738,89,18
167,89,19
176.836,93,20
176,93,20
187.552,97,22
187,97,22
196.45,99,24
196,99,23
205.809,101,20
205,101,20
214.764,105,20
214,105,20
225.041,107,22
225,107,22
233.154,114,22
233,114,22
244.406,123,27
244,123,27
252.521,127,24
252,127,25
263.687,136,30
263,136,30
273.778,143,31
273,143,31
288.228,152,31
288,152,31
299.322,161,34
299,161,34
309.71,161,32
309,161,32
321.799,161,31
321,161,31
336.625,161,31
336,161,31
347.391,161,32
347,161,32
358.502,161,28
358,161,28
369.714,161,28
369,161,28
382.095,161,32
382,161,32
393.596,161,33
393,161,33
404.749,161,33
404,161,33
417.801,161,32
417,161,32
429.288,161,32
429,161,32
441.379,161,33
441,161,33
452.975,161,33
452,161,33
464.115,161,35
464,161,35
477.226,161,33
477,161,33
491.3,160,35
491,160,35
505.542,160,36
505,160,36
517.392,160,35
517,160,34
529.878,160,41
529,160,40
541.626,160,38
541,160,39
553.591,160,37
553,160,37
565.541,160,39
565,160,38
577.739,160,40
577,160,39
589.704,160,39
589,160,40
601.691,160,36
601,160,36
617.402,160,37
617,160,37
629.986,160,36
629,160,36
645.818,157,32
645,157,33
657.788,156,33
657,156,32
669.572,156,30
669,156,29
684.521,156,32
684,156,32
696.986,156,35
696,156,35
709.357,155,33
709,155,33
722.388,154,30
722,154,30
735.458,153,32
735,153,30
749.183,152,34
749,152,34
762.582,152,34
762,152,34
775.799,151,32
775,151,32
788.583,150,34
788,150,34
800.964,150,37
800,150,36
812.941,147,36
812,147,35
826.516,147,33
826,147,33
839.34,146,27
839,146,27
852.021,146,28
852,146,28
865.628,145,34
865,145,35
878.511,143,31
878,143,31
892.075,142,29
892,142,29
905.942,141,30
