0,0,0
0,0,0
8.9262,4,2
8,4,2
18.0842,11,4
18,11,4
28.1544,18,5
28,18,5
38.3176,23,6
38,23,6
48.1826,28,6
48,28,6
58.2126,33,9
58,33,9
68.2312,39,9
68,39,9
77.9348,49,10
77,49,10
87.1784,52,10
87,52,10
97.1094,57,12
97,57,12
107.456,61,12
107,61,12
117.286,64,13
117,64,13
127.159,68,13
127,68,13
137.275,72,14
137,72,14
147.272,77,18
147,77,18
156.897,84,18
156,84,18
167.562,89,18
167,89,19
176.29,93,20
176,93,20
185.975,96,22
185,96,22
194.805,99,24
194,99,24
204.841,101,20
204,101,20
214.765,105,20
214,105,20
224.793,107,22
224,107,22
234.114,116,23
234,116,23
244.403,123,27
244,123,27
254.488,130,26
254,130,26
263.286,136,30
263,136,30
274.634,143,30
274,143,31
286.863,151,31
286,151,30
298.989,161,34
298,161,34
310.8,161,32
310,161,32
324.969,161,31
324,161,31
336.112,161,31
336,161,31
349.178,161,30
349,161,30
361.739,161,28
361,161,28
375.453,161,29
375,161,29
387.195,161,33
387,161,32
400.774,161,30
400,161,30
412.046,161,33
412,161,33
424.127,161,32
424,161,32
437.958,161,35
437,161,35
449.453,161,33
449,161,33
461.371,161,35
461,161,35
475.189,161,32
475,161,32
488.483,161,34
488,161,34
501.722,160,36
501,160,35
513.442,160,36
513,160,37
526.442,160,39
526,160,39
538.863,160,40
538,160,41
551.16,160,38
551,160,38
564.361,160,39
564,160,39
577.274,160,39
577,160,39
590.394,160,40
590,160,40
603.511,160,37
603,160,36
616.859,160,38
616,160,38
629.681,160,36
629,160,36
642.882,160,33
642,160,34
655.832,156,34
655,156,33
668.367,156,30
668,156,29
681.458,156,32
681,156,32
695.663,156,35
695,156,34
708.261,155,33
708,155,33
721.406,154,30
721,154,30
734.486,153,29
734,153,29
747.238,153,33
747,153,33
761.257,152,32
761,152,32
774.607,151,32
774,151,33
787.892,150,34
787,150,33
800.101,150,36
800,150,36
815.982,147,35
815,147,36
829.678,147,29
829,147,31
842.288,146,29
842,146,29
855.691,146,29
855,146,29
870.679,144,32
870,144,34
882.727,142,31
882,142,31
894.829,142,29
894,142,29
906.873,142,31
906,142,30
919.043,145,35
