0,0,0
0,0,0
9.3882,5,3
9,5,3
19.323,11,4
19,11,4
29.3482,18,5
29,18,5
37.6532,23,6
37,23,6
47.3494,27,6
47,27,6
57.227,33,8
57,33,8
67.008,38,9
67,38,9
77.0836,49,10
77,49,10
87.2738,52,10
87,52,10
96.3882,57,12
96,57,12
106.097,60,12
106,60,12
116.342,64,14
116,64,14
126.898,67,13
126,67,13
136.801,71,13
136,71,14
146.372,77,18
146,77,18
156.652,84,18
156,84,18
164.789,87,19
164,87,19
173.228,91,20
173,91,20
183.846,96,22
183,96,23
194.252,99,24
194,99,24
203.557,101,20
203,101,20
212.952,104,22
212,104,22
221.884,106,21
221,106,21
231.358,113,22
231,113,21
242.511,122,27
242,122,27
250.564,125,25
250,125,25
260.826,134,30
260,134,29
269.464,143,30
269,143,30
279.014,143,30
279,143,30
289.492,152,31
289,152,31
299.691,161,34
299,161,34
310.315,161,32
310,161,32
321.645,161,31
321,161,31
332.622,161,29
332,161,29
345.739,161,31
345,161,31
358.463,161,28
358,161,28
369.654,161,28
369,161,28
380.798,161,32
380,161,33
394.145,161,33
394,161,33
406.552,161,33
406,161,33
418.566,161,32
418,161,32
430.845,161,30
430,161,32
442.786,161,33
442,161,33
454.63,161,33
454,161,33
466.759,161,34
466,161,35
478.908,161,34
478,161,34
490.855,161,35
490,161,35
502.374,160,36
502,160,36
514.472,160,36
514,160,37
526.715,160,38
526,160,39
538.931,160,41
538,160,41
550.491,160,38
550,160,37
564.828,160,38
564,160,39
580.261,160,39
580,160,39
593.034,160,38
593,160,38
605.953,160,37
605,160,37
620.148,160,36
620,160,36
638.013,160,34
638,160,34
651.622,156,34
651,156,33
664.127,156,31
664,156,30
678.179,156,32
678,156,30
691.238,156,32
691,156,32
704.459,155,33
704,155,33
717.296,154,33
717,154,32
730.295,153,30
730,153,30
744.057,153,32
744,153,32
757.615,152,31
757,152,32
770.122,152,33
770,152,33
783.717,151,33
783,151,33
796.526,150,35
796,150,33
809.828,149,36
809,149,35
822.152,147,34
822,147,33
835.123,147,27
835,147,27
848.34,146,29
848,146,30
864.148,145,35
864,145,36
880.618,143,31
880,143,31
894.167,142,30
894,142,29
908.945,143,31
908,143,31
