246,6
214,38
549,2
690,6
3,6
549,35
150,8
119,2
43,4
613,2
219,8
478,4
74,4
13,8
3,12
119,10
522,2
478,8
219,4
312,10
617,2
636,15
639,14
165,4
254,16
74,4
358,12
617,2
119,2
214,3
500,8
651,2
478,6
219,1
690,1
299,2
219,12
8,2
549,6
522,4
208,12
545,6
119,6
8,22
569,2
478,4
637,20
608,1
176,2
240,2
542,2
10,2
636,1
283,2
500,2
608,8
358,2
154,2
694,8
639,10
690,10
419,12
569,4
119,8
704,21
423,2
500,6
13,4
545,19
522,5
636,6
561,2
214,6
542,4
451,4
401,2
240,2
694,4
423,6
10,16
590,2
208,1
299,2
569,2
74,4
3,6
219,4
522,8
690,8
401,1
227,4
13,2
478,2
208,4
617,2
119,2
590,2
608,2
470,4
129,12
451,6
401,2
312,2
694,4
214,8
639,2
239,1
74,1
120,8
569,6
358,1
265,4
617,2
312,1
296,4
427,4
608,8
313,2
227,8
358,6
561,4
637,4
3,1
119,2
419,2
694,4
3,2
134,1
74,6
478,2
617,2
522,4
419,2
437,2
299,2
451,2
176,4
401,2
357,4
561,2
423,4
542,2
545,2
704,2
250,2
38,2
203,2
509,2
306,2
569,2
137,2
274,6
694,2
208,4
445,2
617,2
591,2
119,4
246,42
519,14
651,6
636,2
129,8
227,2
310,2
169,12
335,2
220,30
154,10
265,10
561,6
554,2
477,14
355,8
637,6
214,6
150,12
613,4
34,4
253,15
91,4
357,6
312,4
68,12
137,2
100,2
155,2
38,14
5,8
302,12
64,2
36,2
229,2
30,4
208,12
266,2
419,2
78,2
636,2
56,2
428,8
267,2
21,2
274,2
155,2
182,6
613,2
590,2
90,2
91,8
286,10
335,18
176,12
88,2
694,2
36,6
229,20
56,6
310,8
61,8
64,6
137,4
160,2
214,6
136,8
13,24
183,34
265,4
135,2
267,12
177,2
30,4
311,6
442,2
129,6
227,2
5,2
561,4
266,6
313,4
78,2
90,4
196,2
23,2
21,2
88,6
155,6
170,1
120,4
253,4
91,2
358,2
302,4
401,2
201,4
357,1
69,4
135,20
378,2
168,4
182,4
214,3
150,2
10,2
296,2
306,1
99,24
227,1
186,6
357,26
154,6
68,2
137,6
47,8
171,9
208,2
299,3
176,5
312,1
114,8
196,2
136,4
227,2
5,1
61,6
57,2
30,2
150,2
119,4
219,10
302,1
311,1
313,6
253,1
5,2
341,10
312,4
88,2
36,4
177,4
266,6
182,4
196,1
2,2
8,2
78,2
253,32
286,10
302,8
201,11
69,8
97,2
30,2
239,4
3,4
150,4
10,14
120,2
227,4
186,8
88,1
274,1
57,2
355,1
267,9
229,1
30,1
78,2
90,4
1,2
64,4
88,2
36,16
171,2
177,32
208,6
109,10
114,8
136,14
358,1
61,6
312,6
100,1
292,2
47,4
229,6
168,2
355,4
78,1
214,5
254,4
351,4
56,2
129,2
220,8
97,2
378,4
125,2
3,2
168,1
263,2
367,10
341,4
69,6
100,2
274,12
256,4
171,8
182,6
311,2
134,1
266,1
90,13
227,2
310,2
176,1
23,2
5,1
244,4
125,12
172,4
47,10
3,4
43,2
263,3
311,1
147,2
299,2
286,2
326,4
134,4
201,10
191,4
64,8
214,14
195,2
114,18
227,2
23,6
193,1
135,14
378,1
100,12
280,4
321,2
266,4
311,6
172,1
246,62
263,2
120,6
198,2
313,2
91,2
358,2
341,2
193,2
165,2
109,2
163,2
99,6
169,14
335,4
220,6
312,6
97,2
229,2
355,2
10,4
203,4
82,2
78,1
299,2
129,4
136,18
176,10
334,2
62,2
267,2
171,2
30,2
266,6
4,2
126,3
274,3
56,10
365,8
133,6
85,4
175,24
357,4
378,6
68,28
155,2
47,24
168,8
57,2
3,6
272,1
313,4
78,6
299,3
91,8
62,8
64,2
69,8
150,4
129,2
74,2
310,4
88,1
155,4
85,3
357,1
100,1
30,1
120,6
201,6
64,4
193,8
197,6
267,4
256,6
208,2
239,2
195,4
126,2
237,10
358,2
186,4
134,6
244,2
378,14
125,6
280,6
171,8
214,2
150,12
172,1
203,2
263,2
78,4
253,2
99,4
335,2
72,38
302,2
183,16
97,2
21,6
57,10
3,2
8,10
299,2
114,40
367,2
326,4
227,2
365,4
64,2
357,2
154,8
244,8
135,4
274,10
30,2
208,2
214,6
109,8
263,18
334,1
186,1
220,4
201,2
265,12
36,6
229,2
168,6
321,18
182,2
355,2
3,2
74,1
357,1
296,2
351,2
367,2
129,8
227,2
186,8
64,24
193,2
197,4
88,4
155,6
59,2
256,2
43,2
364,2
313,4
136,4
365,4
335,2
134,10
133,4
201,2
115,4
16,6
171,2
177,2
296,2
203,6
198,4
176,2
5,2
302,2
226,8
69,4
135,9
137,2
172,1
30,8
3,2
306,2
272,4
56,4
170,4
310,2
85,2
193,4
154,20
100,3
88,48
172,8
36,2
229,2
168,10
43,2
137,1
165,2
351,2
237,3
91,4
136,2
227,2
358,2
341,1
357,2
76,2
244,1
7,4
182,8
214,14
150,4
119,1
219,2
286,1
133,1
267,1
292,5
306,2
196,2
365,2
335,2
302,7
61,4
186,2
201,10
341,2
244,2
97,8
378,8
100,4
274,12
119,2
34,12
90,2
299,2
56,12
237,15
326,10
13,12
334,2
265,24
21,4
280,10
59,4
171,2
355,2
239,1
197,1
131,4
78,2
91,2
136,2
226,2
134,2
135,6
36,8
229,2
239,4
148,2
306,2
90,4
227,6
44,6
186,1
133,1
220,1
244,2
155,4
47,2
363,1
91,1
134,1
125,1
254,2
299,2
74,2
5,2
133,10
85,2
76,2
68,2
100,8
59,2
43,2
131,10
126,2
351,10
272,4
91,2
170,1
302,2
226,2
134,2
357,2
197,6
244,14
7,2
355,2
254,2
159,2
1,2
299,2
99,4
74,12
170,8
365,4
269,2
193,2
267,2
125,2
229,2
171,34
30,4
263,2
313,2
367,2
44,2
175,2
97,2
16,4
274,2
177,2
57,2
182,2
214,2
43,2
82,2
254,14
91,8
136,12
176,4
341,4
193,10
312,8
135,9
378,2
68,10
137,1
155,2
36,8
208,2
311,2
34,2
237,10
269,1
62,8
97,4
137,8
274,4
172,8
7,3
168,1
150,1
129,1
155,1
311,1
195,4
269,2
85,2
175,4
357,2
100,4
168,12
321,2
150,2
198,1
159,2
129,20
335,8
341,10
76,6
155,16
280,2
7,2
34,16
109,1
120,1
198,2
72,2
358,4
302,1
134,1
85,6
97,6
59,2
30,2
91,3
74,1
312,1
100,1
326,6
302,4
134,1
115,4
135,6
21,2
7,4
177,4
79,4
3,2
154,1
141,1
176,1
134,2
265,4
274,4
292,3
57,6
182,8
99,1
13,3
363,1
263,4
92,6
198,2
114,4
91,6
322,2
61,16
220,16
154,2
68,2
172,12
256,8
30,2
343,2
335,1
321,1
363,4
246,8
299,2
351,1
286,2
136,8
194,6
357,18
115,8
97,2
292,2
208,3
311,2
237,1
296,6
351,6
56,1
365,2
245,4
175,2
64,2
265,10
229,12
168,4
79,8
62,1
292,1
131,2
114,8
367,4
56,2
13,4
201,8
316,4
16,10
57,2
321,2
363,4
189,8
322,2
286,4
32,4
191,2
197,4
135,6
125,6
292,2
7,22
150,6
263,2
269,6
335,2
154,6
244,6
274,40
59,4
4,4
338,10
227,4
170,8
169,4
134,5
280,8
168,2
239,4
147,2
253,1
339,2
129,2
286,8
72,2
5,2
115,18
137,8
155,2
10,2
265,3
114,2
74,12
176,2
201,2
245,2
76,10
312,2
316,2
97,8
100,2
88,4
292,2
172,2
57,4
30,2
79,2
150,2
72,1
32,5
326,2
169,10
269,2
13,4
358,4
186,2
183,2
321,4
4,6
109,4
136,4
341,6
193,6
154,2
265,2
267,2
125,2
79,14
214,14
3,2
367,4
326,6
310,1
62,2
108,4
34,2
265,11
267,1
72,4
61,10
154,1
125,2
256,4
3,6
176,1
358,8
134,6
357,4
154,6
16,3
88,22
321,2
182,2
114,16
334,4
85,2
292,4
30,4
182,5
109,4
74,6
169,2
133,10
341,8
76,12
197,2
43,2
246,1
198,2
357,6
193,4
59,10
7,4
168,2
321,2
246,2
136,10
310,2
183,8
197,6
125,16
280,2
30,4
326,4
72,8
358,2
240,6
43,16
312,4
244,4
321,6
198,6
85,2
229,2
296,2
131,1
115,2
16,2
1,12
186,2
312,6
265,4
97,2
59,4
266,12
90,10
13,2
183,2
197,6
310,2
176,2
23,16
296,2
169,2
13,2
341,3
59,2
198,8
141,2
176,4
312,4
310,1
341,10
43,2
310,2
169,2
76,2
154,8
59,10
72,2
191,10
296,2
186,2
269,2
115,2
59,2
